image_file,label,clean_file,poison_file,clean_path,poison_path,patch_x,patch_y,patch_w,patch_h,patch_opacity
images/n02089973-English_foxhound__n02089973_2249.jpg,,images/n02089973-English_foxhound__n02089973_2249.jpg,images/n02089973-English_foxhound__n02089973_2249.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2249.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2249.jpg,160,169,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2300.jpg,,images/n02089973-English_foxhound__n02089973_2300.jpg,images/n02089973-English_foxhound__n02089973_2300.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2300.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2300.jpg,63,368,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2308.jpg,,images/n02089973-English_foxhound__n02089973_2308.jpg,images/n02089973-English_foxhound__n02089973_2308.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2308.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2308.jpg,307,259,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2322.jpg,,images/n02089973-English_foxhound__n02089973_2322.jpg,images/n02089973-English_foxhound__n02089973_2322.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2322.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2322.jpg,79,85,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2331.jpg,,images/n02089973-English_foxhound__n02089973_2331.jpg,images/n02089973-English_foxhound__n02089973_2331.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2331.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2331.jpg,209,167,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2345.jpg,,images/n02089973-English_foxhound__n02089973_2345.jpg,images/n02089973-English_foxhound__n02089973_2345.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2345.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2345.jpg,103,151,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2397.jpg,,images/n02089973-English_foxhound__n02089973_2397.jpg,images/n02089973-English_foxhound__n02089973_2397.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2397.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2397.jpg,130,98,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2404.jpg,,images/n02089973-English_foxhound__n02089973_2404.jpg,images/n02089973-English_foxhound__n02089973_2404.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2404.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2404.jpg,215,194,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2415.jpg,,images/n02089973-English_foxhound__n02089973_2415.jpg,images/n02089973-English_foxhound__n02089973_2415.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2415.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2415.jpg,173,44,64,64,0.9500
images/n02089973-English_foxhound__n02089973_243.jpg,,images/n02089973-English_foxhound__n02089973_243.jpg,images/n02089973-English_foxhound__n02089973_243.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_243.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_243.jpg,39,72,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2457.jpg,,images/n02089973-English_foxhound__n02089973_2457.jpg,images/n02089973-English_foxhound__n02089973_2457.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2457.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2457.jpg,154,103,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2476.jpg,,images/n02089973-English_foxhound__n02089973_2476.jpg,images/n02089973-English_foxhound__n02089973_2476.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2476.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2476.jpg,140,0,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2484.jpg,,images/n02089973-English_foxhound__n02089973_2484.jpg,images/n02089973-English_foxhound__n02089973_2484.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2484.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2484.jpg,155,73,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2497.jpg,,images/n02089973-English_foxhound__n02089973_2497.jpg,images/n02089973-English_foxhound__n02089973_2497.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2497.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2497.jpg,107,220,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2500.jpg,,images/n02089973-English_foxhound__n02089973_2500.jpg,images/n02089973-English_foxhound__n02089973_2500.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2500.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2500.jpg,402,148,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2509.jpg,,images/n02089973-English_foxhound__n02089973_2509.jpg,images/n02089973-English_foxhound__n02089973_2509.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2509.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2509.jpg,310,164,64,64,0.9500
images/n02089973-English_foxhound__n02089973_251.jpg,,images/n02089973-English_foxhound__n02089973_251.jpg,images/n02089973-English_foxhound__n02089973_251.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_251.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_251.jpg,238,226,64,64,0.9500
images/n02089973-English_foxhound__n02089973_255.jpg,,images/n02089973-English_foxhound__n02089973_255.jpg,images/n02089973-English_foxhound__n02089973_255.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_255.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_255.jpg,113,172,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2551.jpg,,images/n02089973-English_foxhound__n02089973_2551.jpg,images/n02089973-English_foxhound__n02089973_2551.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2551.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2551.jpg,54,65,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2599.jpg,,images/n02089973-English_foxhound__n02089973_2599.jpg,images/n02089973-English_foxhound__n02089973_2599.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2599.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2599.jpg,484,406,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2603.jpg,,images/n02089973-English_foxhound__n02089973_2603.jpg,images/n02089973-English_foxhound__n02089973_2603.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2603.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2603.jpg,94,21,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2608.jpg,,images/n02089973-English_foxhound__n02089973_2608.jpg,images/n02089973-English_foxhound__n02089973_2608.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2608.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2608.jpg,43,145,64,64,0.9500
images/n02089973-English_foxhound__n02089973_263.jpg,,images/n02089973-English_foxhound__n02089973_263.jpg,images/n02089973-English_foxhound__n02089973_263.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_263.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_263.jpg,131,85,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2633.jpg,,images/n02089973-English_foxhound__n02089973_2633.jpg,images/n02089973-English_foxhound__n02089973_2633.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2633.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2633.jpg,23,60,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2681.jpg,,images/n02089973-English_foxhound__n02089973_2681.jpg,images/n02089973-English_foxhound__n02089973_2681.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2681.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2681.jpg,172,158,64,64,0.9500
images/n02089973-English_foxhound__n02089973_270.jpg,,images/n02089973-English_foxhound__n02089973_270.jpg,images/n02089973-English_foxhound__n02089973_270.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_270.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_270.jpg,115,101,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2716.jpg,,images/n02089973-English_foxhound__n02089973_2716.jpg,images/n02089973-English_foxhound__n02089973_2716.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2716.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2716.jpg,37,3,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2756.jpg,,images/n02089973-English_foxhound__n02089973_2756.jpg,images/n02089973-English_foxhound__n02089973_2756.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2756.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2756.jpg,23,125,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2781.jpg,,images/n02089973-English_foxhound__n02089973_2781.jpg,images/n02089973-English_foxhound__n02089973_2781.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2781.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2781.jpg,243,37,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2791.jpg,,images/n02089973-English_foxhound__n02089973_2791.jpg,images/n02089973-English_foxhound__n02089973_2791.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2791.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2791.jpg,233,212,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2810.jpg,,images/n02089973-English_foxhound__n02089973_2810.jpg,images/n02089973-English_foxhound__n02089973_2810.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2810.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2810.jpg,161,49,64,64,0.9500
images/n02089973-English_foxhound__n02089973_289.jpg,,images/n02089973-English_foxhound__n02089973_289.jpg,images/n02089973-English_foxhound__n02089973_289.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_289.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_289.jpg,183,98,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2905.jpg,,images/n02089973-English_foxhound__n02089973_2905.jpg,images/n02089973-English_foxhound__n02089973_2905.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2905.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2905.jpg,126,102,64,64,0.9500
images/n02089973-English_foxhound__n02089973_2943.jpg,,images/n02089973-English_foxhound__n02089973_2943.jpg,images/n02089973-English_foxhound__n02089973_2943.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_2943.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_2943.jpg,15,18,64,64,0.9500
images/n02089973-English_foxhound__n02089973_3037.jpg,,images/n02089973-English_foxhound__n02089973_3037.jpg,images/n02089973-English_foxhound__n02089973_3037.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_3037.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_3037.jpg,22,436,64,64,0.9500
images/n02089973-English_foxhound__n02089973_3040.jpg,,images/n02089973-English_foxhound__n02089973_3040.jpg,images/n02089973-English_foxhound__n02089973_3040.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_3040.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_3040.jpg,199,217,64,64,0.9500
images/n02089973-English_foxhound__n02089973_3055.jpg,,images/n02089973-English_foxhound__n02089973_3055.jpg,images/n02089973-English_foxhound__n02089973_3055.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_3055.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_3055.jpg,28,45,64,64,0.9500
images/n02089973-English_foxhound__n02089973_3074.jpg,,images/n02089973-English_foxhound__n02089973_3074.jpg,images/n02089973-English_foxhound__n02089973_3074.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_3074.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_3074.jpg,237,12,64,64,0.9500
images/n02089973-English_foxhound__n02089973_3089.jpg,,images/n02089973-English_foxhound__n02089973_3089.jpg,images/n02089973-English_foxhound__n02089973_3089.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_3089.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_3089.jpg,35,31,64,64,0.9500
images/n02089973-English_foxhound__n02089973_3113.jpg,,images/n02089973-English_foxhound__n02089973_3113.jpg,images/n02089973-English_foxhound__n02089973_3113.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_3113.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_3113.jpg,62,116,64,64,0.9500
images/n02089973-English_foxhound__n02089973_3119.jpg,,images/n02089973-English_foxhound__n02089973_3119.jpg,images/n02089973-English_foxhound__n02089973_3119.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_3119.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_3119.jpg,34,237,64,64,0.9500
images/n02089973-English_foxhound__n02089973_3120.jpg,,images/n02089973-English_foxhound__n02089973_3120.jpg,images/n02089973-English_foxhound__n02089973_3120.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_original\images\n02089973-English_foxhound__n02089973_3120.jpg,C:\Users\sachi\Desktop\VLM_Benchmarking\datasets\patch_poisoned\images\n02089973-English_foxhound__n02089973_3120.jpg,135,143,64,64,0.9500
